   36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000       36.5000000    
   27.3750973       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       36.5000992       27.3750973    
   22.8126717       34.2189484       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       36.5001984       34.2189484       22.8126717    
   19.9611702       31.9377899       35.9299850       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       36.5002975       35.9299850       31.9377899       19.9611702    
   17.9651299       29.9417820       35.0746117       36.3578186       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.5003967       36.3578186       35.0746117       29.9417820       17.9651299    
   16.4681072       28.2309246       34.1123047       36.0727577       36.4648514       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.5004959       36.4648514       36.0727577       34.1123047       28.2309246       16.4681072    
   15.2918825       26.7606621       33.1321716       35.6807671       36.3758354       36.4916840       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.5005951       36.4916840       36.3758354       35.6807671       33.1321716       26.7606621       15.2918825    
   14.3362045       25.4864426       32.1765404       35.2174835       36.2311287       36.4650459       36.4984665       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.5006943       36.4984665       36.4650459       36.2311287       35.2174835       32.1765404       25.4864426       14.3362045    
   13.5398102       24.3715057       31.2643490       34.7107582       36.0362930       36.4150200       36.4907646       36.5002365       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5007935       36.5002365       36.4907646       36.4150200       36.0362930       34.7107582       31.2643490       24.3715057       13.5398102    
   12.8628788       23.3868904       30.4028378       34.1806374       35.7996902       36.3393707       36.4742928       36.4981041       36.5007515       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5008926       36.5007515       36.4981041       36.4742928       36.3393707       35.7996902       34.1806374       30.4028378       23.3868904       12.8628788    
